0.txt	2000	1.0	1.0	1.0	1.0	0.09962017399652512	1.0	1.0	1.0	1.0	7.743983830710288e-05	0.6825985062480466	1.0	0.6196451202784168	1.0	0.7714594917458527	1.0	1.0	1.0	1.0	0.7842866041570428	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7902122302474065	1.0	0.02427083904152405	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.117495316397935e-11	1.0	1e-12	0.2641238994013895
1.txt	2000	0.05580722928924586	6.96446522674421e-08	1.0	1.0	0.4108199205064129	1.0	0.013891611675687199	1.0	0.9997448931827495	0.0047570946617806475	0.12062665774616343	0.9697307130829236	0.05394263215307227	0.4004923732309359	3.1090178875814445e-08	1.0	1.0	0.8346293877072978	0.7014431186013516	0.9475543614395181	0.9746415244947633	0.12066894750121271	1.0	1.0	1.0	0.8979759327960621	0.0854172183426235	0.9572302476995915	0.15265405638017615	1.0	0.19596780704529693	0.9884430119767249	0.05890135702593524	1.0	0.00020946309576796995	1.0	1.0	0.006537514892733687	1.0	0.9844737581544964	0.008182758788406352	0.002981196412084608	1.0	0.5648016309210642	1.0	1.0	0.2196868718978201	0.07747624637811423	1e-12	0.7869301447280961
2.txt	2000	1.0	1.0	0.0065426230470413405	1.0	1.1759999329896687e-07	1.0	1.0	0.22298686736887485	1.0	0.9223375988257031	1.0	1.0	1.0	1.0	1.0	1.2456208131617075e-07	0.0008899717488785042	1.0	1.0	0.8219764061422303	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8426029142542382	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.04976052746134774	8.833345166436857e-11	1.0	0.8984030281745101	2.5862971622103714e-06	1.0	1.0	1e-12	1.0	1.0	1.0	0.2918444568589289
3.txt	2000	1.0	1.0	1.0	1.0	1.0	1.0	0.730858232942807	1.0	0.2979899018169515	0.6897891988468471	0.9490106593994138	0.9807600526515128	0.9184787953064562	1.0	1.0	1.0	1.0	0.49660561192942043	0.808844102210817	0.9812726499334107	0.04069103307196864	1.0	0.12139401524958271	1.0	1.0	0.1372566206114827	0.4156605268026995	0.9997773628055435	1.0	1.0	1.0	0.9857028250592764	0.9995247974636096	0.23028342521511524	1.0	1.0	0.23825411084874626	0.9766695762709918	1.0	0.8826573002606231	1.0	0.9673144899595669	1.0	0.4487626106170366	0.4994710531803389	1.0	1.0	1.0	1.0	0.5485837086512424
4.txt	2000	1.0	1.0	1.0	1.0	1.0	0.14286291709302157	1.0	1.0	1.0	0.17570338084395531	1.0	0.8005820589516802	0.722353463463738	1.0	0.5790400798281581	1.0	1.0	1.0	0.4612943859935057	0.8690890126500823	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9704899808455445	0.005526367909515106	1.0	0.12252376085527561	1.0	0.03847714202810215	1.0	1.0	1.0	1.0	0.9448943251846101	1.0	1.0	0.4748895447609628	1.0	1.0	0.5418728575311151	1.0	0.23151260454840084	1.0	1.0	0.46704459967191814	1.0
5.txt	2000	0.5276064865544757	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999998602765572	0.9878560245068924	0.9930744859548166	0.999947436650435	1.0	1.4977163953489026e-09	0.29642114218113924	1.0	1.0	1.0	1.0	1.0	1.0	0.16320968221769694	1.0	1.0	1.0	1.0	1.0	0.9874577891337101	0.6892145680965895	1.0	3.0673109994050485e-05	0.9932016697641508	2.433375723143172e-11	0.7826375869589194	1.0	1.0	1.0	0.995609115064295	1.0	1.0	1.9777735005277464e-11	0.9985056686680569	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6.txt	2000	1.0	1.0	1.0	1.0	1.0	1.0	0.23319773916872788	1.0	1.0	1.8002392609961504e-07	0.45232600691020886	1.0	1.0	1.0	0.5390176125223054	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.967510545017201	0.1319487960647726	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6824573108300318	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.08816506300081173	1.0	1.0	1.0
7.txt	2000	1.0	0.8122977369762456	1.0	1.0	1.0	1.0	0.8464056754323697	1.0	0.9956232515944602	0.9176846667553875	0.9242304739714015	0.9978826782804271	0.972075910722621	0.08869074313997105	0.17378580333726812	1.0	1.0	1.0	0.931678124472989	0.8129051594499642	1.0	0.44781147656873954	1.0	1.0	1.0	0.941948193781314	1.0	0.9753862520721513	1.0	1.0	0.08869074313997105	0.9833402311306536	0.27203024443828594	1.0	1.0	1.0	1.0	0.9868331485579752	1.0	0.9530354380072045	0.005363955435652046	0.9795376438554643	1.0	0.6382569606928303	1.0	1.0	1.0	1.0	0.8274935159143846	1.0
8.txt	2000	0.6622672513697927	1.0	1.0	1.0	1.0	1.0	0.9581712170477857	1.0	0.9999999937180021	0.9949232624144226	0.9992516199728941	0.9999993607060278	0.9976719418118231	1e-12	0.9947826596968518	1.0	1.0	0.7656003445156261	0.9948544856898502	0.9992829559606387	0.8313496642298894	0.9219993495245095	1.0	1.0	0.34740582808278564	1.0	1.0	0.9999999999840715	0.5008046172856414	1.0	0.007927783563483892	1.0	2.0672826117618115e-08	1.0	0.7798028394314106	1.0	1.0	1.0	1.0	0.994382237205736	1e-12	0.9997128924221104	1.0	1.0	1.0	1.0	1.0	1.0	0.7956353693322918	0.8539032788122318
9.txt	2000	1.0	0.6306271404704338	1.0	1.0	1.0	1.0	1.0	0.3899034034817215	0.32468100227962493	0.5480372090094963	1.0	0.9933382271837791	0.8811961562566629	0.6352387698203464	0.8340008683639851	1.0	1.0	0.4138220431458075	1.0	0.8494125851095096	1.0	0.4330761952395279	0.09274248760581694	1.0	1.0	0.8163253686654195	1.0	0.9996157267789076	0.4480985187344805	1.0	1.0	0.972936073018735	0.9556308336874467	1.0	0.41240902433419024	1.0	1.0	0.9919225478035284	1.0	1.0	1.0	0.937014082686862	1.0	0.13923294508308293	0.1164368815369774	1.0	0.057170000099408536	0.5069934075156581	1.0	1.0
